Log initialized at: 2025-03-14 12:58:16
Test for MPI with multiple compute processes
Temps pour une étape (distribué): 0.0258504 secondesTTemps pour une étape (distribué): 0.0263789 secondesTTemps pour une étape (distribué): 0.0268586 secondesTTemps pour une étape (distribué): 0.0271588 secondesTTemps pour une étape (distribué): 0.0271445 secondesTTemps pour une étape (distribué): 0.0259971 secondesTTemps pour une étape (distribué): 0.0271469 secondesTTemps pour une étape (distribué): 0.0275515 secondesTTemps pour une étape (distribué): 0.0279468 secondesTTemps pour une étape (distribué): 0.0273283 secondesTTemps pour une étape (distribué): 0.0291121 secondesTTemps pour une étape (distribué): 0.0279031 secondesTTemps pour une étape (distribué): 0.0277495 secondesTTemps pour une étape (distribué): 0.0263428 secondeTeTemps pour une étape (distribué): 0.0250361 secondeTeTemps pour une étape (distribué): 0.0267803 secondeTeTemps pour une étape (distribué): 0.0254613 secondeTeTemps pour une étape (distribué): 0.0269662 secondeTeTemps pour une étape (distribué): 0.0260604 secondeTeTemps pour une étape (distribué): 0.0265558 secondeTeTemps pour une étape (distribué): 0.0288077 secondeTeTemps pour une étape (distribué): 0.0271621 secondeTeTemps pour une étape (distribué): 0.0266712 secondeTeTemps pour une étape (distribué): 0.0262383 secondeTeTemps pour une étape (distribué): 0.026706 secondesTTemps pour une étape (distribué): 0.0292893 secondesTTemps pour une étape (distribué): 0.0275319 secondesTTemps pour une étape (distribué): 0.0287649 secondesTTemps pour une étape (distribué): 0.0280451 secondesTTemps pour une étape (distribué): 0.028695 secondes
Temps pour une étape (distribué): 0.0274462 secondes
Temps pour une étape (distribué): 0.0292165 secondes
Temps pour une étape (distribué): 0.0280238 secondes
Temps pour une étape (distribué): 0.0270131 secondes
Temps pour une étape (distribué): 0.0280124 secondesTTemps pour une étape (distribué): 0.0272609 secondeTeTemps pour une étape (distribué): 0.026874 secondesTTemps pour une étape (distribué): 0.029382 secondes
Temps pour une étape (distribué): 0.0275631 secondesTTemps pour une étape (distribué): 0.0285214 secondesTTemps pour une étape (distribué): 0.0297326 secondeTeTemps pour une étape (distribué): 0.028722 secondesTTemps pour une étape (distribué): 0.0287187 secondesTTemps pour une étape (distribué): 0.0296516 secondesTTemps pour une étape (distribué): 0.0279485 secondesTTemps pour une étape (distribué): 0.0316175 secondesTTemps pour une étape (distribué): 0.0282845 secondesTTemps pour une étape (distribué): 0.0325461 secondesTTemps pour une étape (distribué): 0.0304431 secondesTTemps pour une étape (distribué): 0.0761687 secondesTTemps pour une étape (distribué): 0.02921 secondes
Temps pour une étape (distribué): 0.0325856 secondes
Temps pour une étape (distribué): 0.0289942 secondes
Temps pour une étape (distribué): 0.0284273 secondes
Temps pour une étape (distribué): 0.0297357 secondes
Temps pour une étape (distribué): 0.031733 secondes
Temps pour une étape (distribué): 0.0283524 secondes
Temps pour une étape (distribué): 0.0282153 secondes
Temps pour une étape (distribué): 0.0316893 secondes
Temps pour une étape (distribué): 0.0305503 secondes
Temps pour une étape (distribué): 0.0317231 secondes
Temps pour une étape (distribué): 0.034547 secondes
Temps pour une étape (distribué): 0.0317514 secondes
Temps pour une étape (distribué): 0.0291478 secondes
Temps pour une étape (distribué): 0.0300618 secondes
Temps pour une étape (distribué): 0.0296511 secondes
Temps pour une étape (distribué): 0.0309011 secondes
Temps pour une étape (distribué): 0.0325353 secondes
Temps pour une étape (distribué): 0.0316995 secondes
Temps pour une étape (distribué): 0.031315 secondes
Temps pour une étape (distribué): 0.0318909 secondes
Temps pour une étape (distribué): 0.0310817 secondes
Temps pour une étape (distribué): 0.0301684 secondes
Temps pour une étape (distribué): 0.0295317 secondes
Temps pour une étape (distribué): 0.0320301 secondes
Temps pour une étape (distribué): 0.0324812 secondes
Temps pour une étape (distribué): 0.0326373 secondes
Temps pour une étape (distribué): 0.0305817 secondes
Temps pour une étape (distribué): 0.0333632 secondes
Temps pour une étape (distribué): 0.035827 secondes
Temps pour une étape (distribué): 0.0310525 secondes
Temps pour une étape (distribué): 0.0335254 secondes
Temps pour une étape (distribué): 0.0320537 secondes
Temps pour une étape (distribué): 0.0318892 secondes
Temps pour une étape (distribué): 0.0345453 secondes
Temps pour une étape (distribué): 0.0324448 secondes
Temps pour une étape (distribué): 0.0321127 secondes
Temps pour une étape (distribué): 0.0337257 secondes
Temps pour une étape (distribué): 0.032369 secondes
Temps pour une étape (distribué): 0.0330289 secondes
Temps pour une étape (distribué): 0.0334899 secondes
Temps pour une étape (distribué): 0.0351248 secondes
Temps pour une étape (distribué): 0.0349679 secondes
Temps pour une étape (distribué): 0.0427883 secondes
Temps pour une étape (distribué): 0.0322462 secondes
Temps pour une étape (distribué): 0.0320548 secondes
Temps pour une étape (distribué): 0.0354825 secondes
Temps pour une étape (distribué): 0.0315271 secondes
Temps pour une étape (distribué): 0.0533037 secondes
Temps pour une étape (distribué): 0.0338795 secondes
Temps pour une étape (distribué): 0.0344662 secondes
Temps pour une étape (distribué): 0.0335234 secondes
Temps pour une étape (distribué): 0.0328202 secondes
Temps pour une étape (distribué): 0.0400057 secondes
Temps pour une étape (distribué): 0.0349905 secondes
Temps pour une étape (distribué): 0.0439794 secondes
Temps pour une étape (distribué): 0.0331758 secondes
Temps pour une étape (distribué): 0.0622699 secondes
Temps pour une étape (distribué): 0.0326732 secondes
Temps pour une étape (distribué): 0.0386659 secondes
Temps pour une étape (distribué): 0.0348467 secondes
Temps pour une étape (distribué): 0.0330942 secondes
Temps pour une étape (distribué): 0.0339262 secondes
Temps pour une étape (distribué): 0.0324269 secondes
Temps pour une étape (distribué): 0.0348535 secondes
Temps pour une étape (distribué): 0.0341416 secondes
Temps pour une étape (distribué): 0.0342765 secondes
Temps pour une étape (distribué): 0.0348432 secondes
Temps pour une étape (distribué): 0.0327108 secondes
Temps pour une étape (distribué): 0.0318081 secondesTTemps pour une étape (distribué): 0.0344987 secondesTTemps pour une étape (distribué): 0.0328102 secondesTTemps pour une étape (distribué): 0.0335108 secondesTTemps pour une étape (distribué): 0.0336268 secondesTTemps pour une étape (distribué): 0.032401 secondes
Temps pour une étape (distribué): 0.0327251 secondes
Temps pour une étape (distribué): 0.0401407 secondes
Temps pour une étape (distribué): 0.0318547 secondes
Temps pour une étape (distribué): 0.0347954 secondes
Temps pour une étape (distribué): 0.0333135 secondes
Temps pour une étape (distribué): 0.0332126 secondes
Temps pour une étape (distribué): 0.0371849 secondes
Temps pour une étape (distribué): 0.0371894 secondes
Temps pour une étape (distribué): 0.032388 secondes
Temps pour une étape (distribué): 0.0336802 secondes
Temps pour une étape (distribué): 0.0529724 secondes
Temps pour une étape (distribué): 0.0348243 secondes
Temps pour une étape (distribué): 0.0337788 secondes
Temps pour une étape (distribué): 0.0333054 secondes
Temps pour une étape (distribué): 0.0343092 secondes
Temps pour une étape (distribué): 0.033616 secondes
Temps pour une étape (distribué): 0.0331359 secondes
Temps pour une étape (distribué): 0.0335566 secondes
Temps pour une étape (distribué): 0.0335341 secondes
Temps pour une étape (distribué): 0.0395048 secondes
Temps pour une étape (distribué): 0.0340357 secondes
Temps pour une étape (distribué): 0.0337245 secondes
Temps pour une étape (distribué): 0.0363533 secondes
Temps pour une étape (distribué): 0.0343062 secondes
Temps pour une étape (distribué): 0.0330341 secondes
Temps pour une étape (distribué): 0.0348856 secondes
Temps pour une étape (distribué): 0.0332645 secondes
Temps pour une étape (distribué): 0.0331887 secondes
Temps pour une étape (distribué): 0.0329219 secondes
Temps pour une étape (distribué): 0.0348445 secondesTTemps pour une étape (distribué): 0.0335797 secondesTTemps pour une étape (distribué): 0.0335901 secondesTTemps pour une étape (distribué): 0.0341378 secondesTTemps pour une étape (distribué): 0.0328858 secondesTTemps pour une étape (distribué): 0.0338485 secondesTTemps pour une étape (distribué): 0.0337928 secondesTTemps pour une étape (distribué): 0.0339002 secondesTTemps pour une étape (distribué): 0.0319804 secondesTTemps pour une étape (distribué): 0.0393754 secondeTeTemps pour une étape (distribué): 0.0351249 secondeTeTemps pour une étape (distribué): 0.0356669 secondeTeTemps pour une étape (distribué): 0.0327099 secondTemTemps pour une étape (distribué): 0.0350182 secondTemTemps pour une étape (distribué): 0.0334905 secondTemTemps pour une étape (distribué): 0.0328409 secondTemTemps pour une étape (distribué): 0.0326411 secondTemTemps pour une étape (distribué): 0.0346694 secondTemTemps pour une étape (distribué): 0.0368636 secondTemTemps pour une étape (distribué): 0.0345063 secondTemTemps pour une étape (distribué): 0.0337175 secondTemTemps pour une étape (distribué): 0.0346845 secondTemTemps pour une étape (distribué): 0.0348572 secondTemTemps pour une étape (distribué): 0.0342291 secondTemTemps pour une étape (distribué): 0.0351922 secondTemTemps pour une étape (distribué): 0.0354061 secondTemTemps pour une étape (distribué): 0.0382267 secondTemTemps pour une étape (distribué): 0.0330487 secondTemTemps pour une étape (distribué): 0.0342574 secondTemTemps pour une étape (distribué): 0.0361674 secondTemTemps pour une étape (distribué): 0.0338187 secondTemTemps pour une étape (distribué): 0.0345824 secondTemTemps pour une étape (distribué): 0.0326739 secondTemTemps pour une étape (distribué): 0.0331626 secondTemTemps pour une étape (distribué): 0.0355033 secondTemTemps pour une étape (distribué): 0.0356134 secondTemTemps pour une étape (distribué): 0.0345535 secondTemTemps pour une étape (distribué): 0.0336133 secondTemTemps pour une étape (distribué): 0.0336859 secondTemTemps pour une étape (distribué): 0.0354985 secondTemTemps pour une étape (distribué): 0.0356196 secondTemTemps pour une étape (distribué): 0.0336928 secondTemTemps pour une étape (distribué): 0.0372268 secondTemTemps pour une étape (distribué): 0.0344723 secondTemTemps pour une étape (distribué): 0.0346665 secondTemTemps pour une étape (distribué): 0.0339339 secondTemTemps pour une étape (distribué): 0.0346735 secondTemTemps pour une étape (distribué): 0.035478 secondeTeTemps pour une étape (distribué): 0.0344286 secondeTeTemps pour une étape (distribué): 0.0341799 secondeTeTemps pour une étape (distribué): 0.0358604 secondeTeTemps pour une étape (distribué): 0.0336958 secondeTeTemps pour une étape (distribué): 0.0381574 secondeTeTemps pour une étape (distribué): 0.0351666 secondeTeTemps pour une étape (distribué): 0.0339647 secondeTeTemps pour une étape (distribué): 0.0346994 secondeTeTemps pour une étape (distribué): 0.0342505 secondeTeTemps pour une étape (distribué): 0.0341013 secondeTeTemps pour une étape (distribué): 0.0340041 secondeTeTemps pour une étape (distribué): 0.03623 secondes
Temps pour une étape (distribué): 0.0368649 secondes
Temps pour une étape (distribué): 0.0340205 secondes
Temps pour une étape (distribué): 0.0346347 secondes
Temps pour une étape (distribué): 0.036493 secondes
Temps pour une étape (distribué): 0.0365451 secondes
Temps pour une étape (distribué): 0.0346327 secondes
Temps pour une étape (distribué): 0.0341034 secondes
Temps pour une étape (distribué): 0.0378818 secondes
Temps pour une étape (distribué): 0.0341911 secondes
Temps pour une étape (distribué): 0.0361861 secondes
Temps pour une étape (distribué): 0.0500697 secondes
Temps pour une étape (distribué): 0.0359042 secondesTTemps pour une étape (distribué): 0.0370229 secondesTTemps pour une étape (distribué): 0.0463093 secondTemTemps pour une étape (distribué): 0.0367127 secondTemTemps pour une étape (distribué): 0.0338127 secondTemTemps pour une étape (distribué): 0.0357486 seconTempTemps pour une étape (distribué): 0.0355577 seconTempTemps pour une étape (distribué): 0.0362441 seconTempTemps pour une étape (distribué): 0.0363652 seconTempTemps pour une étape (distribué): 0.0378064 seconTempTemps pour une étape (distribué): 0.0417828 seconTempTemps pour une étape (distribué): 0.0376353 secoTempsTemps pour une étape (distribué): 0.0336181 secoTempsTemps pour une étape (distribué): 0.0354895 secoTempsTemps pour une étape (distribué): 0.0368872 secoTempsTemps pour une étape (distribué): 0.0340717 secoTempsTemps pour une étape (distribué): 0.0360639 secoTempsTemps pour une étape (distribué): 0.034605 secoTempsTemps pour une étape (distribué): 0.0361039 secoTempsTemps pour une étape (distribué): 0.0393325 secoTempsTemps pour une étape (distribué): 0.0448869 secoTempsTemps pour une étape (distribué): 0.0330058 secoTempsTemps pour une étape (distribué): 0.0370189 secTemps Temps pour une étape (distribué): 0.0367625 secTemps Temps pour une étape (distribué): 0.0454694 secTemps Temps pour une étape (distribué): 0.0342123 secTemps Temps pour une étape (distribué): 0.0367215 secTemps Temps pour une étape (distribué): 0.035659 secoTempsTemps pour une étape (distribué): 0.0334386 secoTempsTemps pour une étape (distribué): 0.0461765 secoTempsTemps pour une étape (distribué): 0.0351925 secoTempsTemps pour une étape (distribué): 0.0352393 secoTempsTemps pour une étape (distribué): 0.0471066 secoTempsTemps pour une étape (distribué): 0.0332242 secoTempsTemps pour une étape (distribué): 0.0344393 secoTempsTemps pour une étape (distribué): 0.0342135 secoTempsTemps pour une étape (distribué): 0.0392513 sTemps poTemps pour une étape (distribué): 0.0342298 sTemps poTemps pour une étape (distribué): 0.0336622 Temps pouTemps pour une étape (distribué): 0.0419958 Temps pouTemps pour une étape (distribué): 0.0412521 Temps pouTemps pour une étape (distribué): 0.0459406 Temps pouTemps pour une étape (distribué): 0.0328228 Temps pouTemps pour une étape (distribué): 0.0339804 Temps pouTemps pour une étape (distribué): 0.0389588Temps pourTemps pour une étape (distribué): 0.0328079Temps pourTemps pour une étape (distribué): 0.0349834Temps pourTemps pour une étape (distribué): 0.0337776Temps pourTemps pour une étape (distribué): 0.0387977Temps pourTemps pour une étape (distribué): 0.033513 Temps pouTemps pour une étape (distribué): 0.0455188 Temps pouTemps pour une étape (distribué): 0.0354095 Temps pouTemps pour une étape (distribué): 0.0360957 Temps pouTemps pour une étape (distribué): 0.0406391 Temps pouTemps pour une étape (distribué): 0.0330853 Temps pouTemps pour une étape (distribué): 0.0424353 Temps pouTemps pour une étape (distribué): 0.0366757Temps pourTemps pour une étape (distribué): 0.0445792Temps pourTemps pour une étape (distribué): 0.0341118Temps pourTemps pour une étape (distribué): 0.0343503Temps pourTemps pour une étape (distribué): 0.0328882Temps pourTemps pour une étape (distribué): 0.0336599Temps pourTemps pour une étape (distribué): 0.0344551Temps pourTemps pour une étape (distribué): 0.0334324Temps pourTemps pour une étape (distribué): 0.0327342Temps pourTemps pour une étape (distribué): 0.0451154Temps pourTemps pour une étape (distribué): 0.0363832Temps pourTemps pour une étape (distribué): 0.0325914Temps pourTemps pour une étape (distribué): 0.0337219Temps pourTemps pour une étape (distribué): 0.0351856Temps pourTemps pour une étape (distribué): 0.0343639Temps pourTemps pour une étape (distribué): 0.0388864Temps pourTemps pour une étape (distribué): 0.0321977Temps pourTemps pour une étape (distribué): 0.0532524Temps pourTemps pour une étape (distribué): 0.033687Temps pour Temps pour une étape (distribué): 0.032036Temps pour Temps pour une étape (distribué): 0.03269Temps pour uTemps pour une étape (distribué): 0.03272Temps pour Temps pour une étape (distribué): 0.034900Temps pour Temps pour une étape (distribué): 0.034159Temps pour Temps pour une étape (distribué): 0.032944Temps pour Temps pour une étape (distribué): 0.045397Temps pour Temps pour une étape (distribué): 0.031757Temps pour Temps pour une étape (distribué): 0.031819Temps pour Temps pour une étape (distribué): 0.033969Temps pourTemps pour une étape (distribué): 0.033361Temps pour Temps pour une étape (distribué): 0.033656Temps pour Temps pour une étape (distribué): 0.03184 Temps pouTemps pour une étape (distribué): 0.0316374 Temps pouTemps pour une étape (distribué): 0.0349425 Temps pouTemps pour une étape (distribué): 0.0308514 Temps pouTemps pour une étape (distribué): 0.031147 sTemps poTemps pour une étape (distribué): 0.0359618 sTemps poTemps pour une étape (distribué): 0.0308206 sTemps poTemps pour une étape (distribué): 0.0307046 sTemps poTemps pour une étape (distribué): 0.0311081 sTemps poTemps pour une étape (distribué): 0.0320724 sTemps poTemps pour une étape (distribué): 0.0308177 Temps pouTemps pour une étape (distribué): 0.0322355 Temps pouTemps pour une étape (distribué): 0.0345439 Temps pouTemps pour une étape (distribué): 0.0297423 Temps pouTemps pour une étape (distribué): 0.0315619 Temps pouTemps pour une étape (distribué): 0.0323814 Temps pouTemps pour une étape (distribué): 0.0320966Temps pourTemps pour une étape (distribué): 0.0300099Temps pourTemps pour une étape (distribué): 0.0419346Temps pourTemps pour une étape (distribué): 0.0289093Temps pourTemps pour une étape (distribué): 0.030988Temps pour Temps pour une étape (distribué): 0.029018Temps pourTemps pour une étape (distribué): 0.0286351Temps pourTemps pour une étape (distribué): 0.0308538Temps pourTemps pour une étape (distribué): 0.0294041Temps pourTemps pour une étape (distribué): 0.0349398Temps pourTemps pour une étape (distribué): 0.0307576Temps pourTemps pour une étape (distribué): 0.0284895Temps pourTemps pour une étape (distribué): 0.0300089Temps pourTemps pour une étape (distribué): 0.0280538Temps pourTemps pour une étape (distribué): 0.0288143Temps pourTemps pour une étape (distribué): 0.029059Temps pour Temps pour une étape (distribué): 0.030732Temps pour Temps pour une étape (distribué): 0.028956Temps pour Temps pour une étape (distribué): 0.030053Temps pour Temps pour une étape (distribué): 0.027349Temps pour Temps pour une étape (distribué): 0.033800Temps pour Temps pour une étape (distribué): 0.028528Temps pour Temps pour une étape (distribué): 0.02858Temps pour uTemps pour une étape (distribué): 0.02901Temps pour uTemps pour une étape (distribué): 0.02694Temps pour uTemps pour une étape (distribué): 0.02947Temps pour Temps pour une étape (distribué): 0.028042Temps pour Temps pour une étape (distribué): 0.029865Temps pour Temps pour une étape (distribué): 0.030647Temps pour Temps pour une étape (distribué): 0.027626Temps pour Temps pour une étape (distribué): 0.027956Temps pourTemps pour une étape (distribué): 0.0291005Temps pourTemps pour une étape (distribué): 0.0276227Temps pourTemps pour une étape (distribué): 0.028045 Temps pouTemps pour une étape (distribué): 0.0287165Temps pourTemps pour une étape (distribué): 0.0271976Temps pourTemps pour une étape (distribué): 0.027366 Temps pouTemps pour une étape (distribué): 0.0274367Temps pourTemps pour une étape (distribué): 0.0289538Temps pourTemps pour une étape (distribué): 0.0277053Temps pourTemps pour une étape (distribué): 0.0267752Temps pourTemps pour une étape (distribué): 0.0286552Temps pourTemps pour une étape (distribué): 0.0275866Temps pourTemps pour une étape (distribué): 0.0267188Temps pourTemps pour une étape (distribué): 0.0265801Temps pourTemps pour une étape (distribué): 0.0265373Temps pourTemps pour une étape (distribué): 0.0278021Temps pourTemps pour une étape (distribué): 0.0284313Temps pourTemps pour une étape (distribué): 0.0271911Temps pourTemps pour une étape (distribué): 0.0268225Temps pourTemps pour une étape (distribué): 0.0271917Temps pourTemps pour une étape (distribué): 0.028047Temps pour Temps pour une étape (distribué): 0.028311Temps pour Temps pour une étape (distribué): 0.031147Temps pour Temps pour une étape (distribué): 0.026962Temps pour Temps pour une étape (distribué): 0.026249Temps pour Temps pour une étape (distribué): 0.026971Temps pourTemps pour une étape (distribué): 0.027141Temps pour Temps pour une étape (distribué): 0.027843Temps pour Temps pour une étape (distribué): 0.027283Temps pour Temps pour une étape (distribué): 0.026352Temps pour Temps pour une étape (distribué): 0.026598Temps pour Temps pour une étape (distribué): 0.030600Temps pour Temps pour une étape (distribué): 0.031194Temps pour Temps pour une étape (distribué): 0.028567Temps pour Temps pour une étape (distribué): 0.028289Temps pourTemps pour une étape (distribué): 0.0281006Temps pourTemps pour une étape (distribué): 0.026524 secondes
tribué): 5.3415e-05 secondes
Temps pour une étape (distribué): 4.1737e-05 secondes
Temps pour une étape (distribué): 3.7995e-05 secondes
Temps pour une étape (distribué): 4.6705e-05 secondes
Temps pour une étape (distribué): 4.4623e-05 secondes
Temps pour une étape (distribué): 4.4115e-05 secondes
Temps pour une étape (distribué): 3.9592e-05 secondes
Temps pour une étape (distribué): 4.3511e-05 secondes
Temps pour une étape (distribué): 5.4782e-05 secondes
Temps pour une étape (distribué): 5.3345e-05 secondes
Temps pour une étape (distribué): 4.3943e-05 secondes
Temps pour une étape (distribué): 5.5549e-05 secondes
Temps pour une étape (distribué): 4.5528e-05 secondes
Temps pour une étape (distribué): 4.4914e-05 secondes
