Log initialized at: 2025-03-08 21:32:01
Test for MPI with 2 threads
Temps pour une étape : 0.00123379 secondes
Temps pour une étape : 0.00127216 secondes
Temps pour une étape : 0.00121893 secondes
Temps pour une étape : 0.00145403 secondes
Temps pour une étape : 0.0012529 secondes
Temps pour une étape : 0.00182683 secondes
Temps pour une étape : 0.00127244 secondes
Temps pour une étape : 0.00137066 secondes
Temps pour une étape : 0.0013622 secondes
Temps pour une étape : 0.00141145 secondes
Temps pour une étape : 0.00161991 secondes
Temps pour une étape : 0.00155787 secondes
Temps pour une étape : 0.00163481 secondes
Temps pour une étape : 0.00203914 secondes
Temps pour une étape : 0.00178721 secondes
Temps pour une étape : 0.00173415 secondes
Temps pour une étape : 0.00182733 secondes
Temps pour une étape : 0.00218032 secondes
Temps pour une étape : 0.00189099 secondes
Temps pour une étape : 0.00233112 secondes
Temps pour une étape : 0.00192849 secondes
Temps pour une étape : 0.00205071 secondes
Temps pour une étape : 0.00191596 secondes
Temps pour une étape : 0.00216851 secondes
Temps pour une étape : 0.00202861 secondes
Temps pour une étape : 0.00237041 secondes
Temps pour une étape : 0.00270954 secondes
Temps pour une étape : 0.00218836 secondes
Temps pour une étape : 0.00227842 secondes
Temps pour une étape : 0.00260042 secondes
Temps pour une étape : 0.00251988 secondes
Temps pour une étape : 0.00289081 secondes
Temps pour une étape : 0.00272828 secondes
Temps pour une étape : 0.00262494 secondes
Temps pour une étape : 0.00288881 secondes
Temps pour une étape : 0.00282875 secondes
Temps pour une étape : 0.0029059 secondes
Temps pour une étape : 0.00350772 secondes
Temps pour une étape : 0.00300989 secondes
Temps pour une étape : 0.00318709 secondes
Temps pour une étape : 0.00298294 secondes
Temps pour une étape : 0.00296639 secondes
Temps pour une étape : 0.00345368 secondes
Temps pour une étape : 0.00338397 secondes
Temps pour une étape : 0.00353078 secondes
Temps pour une étape : 0.003644 secondes
Temps pour une étape : 0.00934801 secondes
Temps pour une étape : 0.00346539 secondes
Temps pour une étape : 0.0100612 secondes
Temps pour une étape : 0.010514 secondes
Temps pour une étape : 0.00375877 secondes
Temps pour une étape : 0.00360063 secondes
Temps pour une étape : 0.00366467 secondes
Temps pour une étape : 0.00402172 secondes
Temps pour une étape : 0.00612345 secondes
Temps pour une étape : 0.0100247 secondes
Temps pour une étape : 0.004077 secondes
Temps pour une étape : 0.00473625 secondes
Temps pour une étape : 0.00453192 secondes
Temps pour une étape : 0.00425691 secondes
Temps pour une étape : 0.00475732 secondes
Temps pour une étape : 0.00423206 secondes
Temps pour une étape : 0.00460623 secondes
Temps pour une étape : 0.00484248 secondes
Temps pour une étape : 0.00518067 secondes
Temps pour une étape : 0.00467701 secondes
Temps pour une étape : 0.00442676 secondes
Temps pour une étape : 0.00502251 secondes
Temps pour une étape : 0.00473662 secondes
Temps pour une étape : 0.00525839 secondes
Temps pour une étape : 0.00466592 secondes
Temps pour une étape : 0.00499304 secondes
Temps pour une étape : 0.00498564 secondes
Temps pour une étape : 0.0048823 secondes
Temps pour une étape : 0.00526033 secondes
Temps pour une étape : 0.00491041 secondes
Temps pour une étape : 0.00555884 secondes
Temps pour une étape : 0.0056033 secondes
Temps pour une étape : 0.00512317 secondes
Temps pour une étape : 0.00555856 secondes
Temps pour une étape : 0.00519145 secondes
Temps pour une étape : 0.00527185 secondes
Temps pour une étape : 0.00531394 secondes
Temps pour une étape : 0.00554866 secondes
Temps pour une étape : 0.00532746 secondes
Temps pour une étape : 0.00540506 secondes
Temps pour une étape : 0.00528794 secondes
Temps pour une étape : 0.00544402 secondes
Temps pour une étape : 0.00709229 secondes
Temps pour une étape : 0.00550998 secondes
Temps pour une étape : 0.00516359 secondes
Temps pour une étape : 0.00529262 secondes
Temps pour une étape : 0.00524537 secondes
Temps pour une étape : 0.00548244 secondes
Temps pour une étape : 0.00533097 secondes
Temps pour une étape : 0.00553608 secondes
Temps pour une étape : 0.00552189 secondes
Temps pour une étape : 0.00526664 secondes
Temps pour une étape : 0.00513144 secondes
Temps pour une étape : 0.00525697 secondes
Temps pour une étape : 0.00527934 secondes
Temps pour une étape : 0.00581472 secondes
Temps pour une étape : 0.00523544 secondes
Temps pour une étape : 0.00538842 secondes
Temps pour une étape : 0.00525564 secondes
Temps pour une étape : 0.00589437 secondes
Temps pour une étape : 0.00565561 secondes
Temps pour une étape : 0.00546737 secondes
Temps pour une étape : 0.00529049 secondes
Temps pour une étape : 0.00592976 secondes
Temps pour une étape : 0.00554619 secondes
Temps pour une étape : 0.00525465 secondes
Temps pour une étape : 0.00527223 secondes
Temps pour une étape : 0.00534091 secondes
Temps pour une étape : 0.00544034 secondes
Temps pour une étape : 0.00507597 secondes
Temps pour une étape : 0.00547637 secondes
Temps pour une étape : 0.0053401 secondes
Temps pour une étape : 0.00527282 secondes
Temps pour une étape : 0.0058487 secondes
Temps pour une étape : 0.00570791 secondes
Temps pour une étape : 0.00537271 secondes
Temps pour une étape : 0.00564037 secondes
Temps pour une étape : 0.00550212 secondes
Temps pour une étape : 0.00534089 secondes
Temps pour une étape : 0.00559881 secondes
Temps pour une étape : 0.00566231 secondes
Temps pour une étape : 0.00530729 secondes
Temps pour une étape : 0.00593588 secondes
Temps pour une étape : 0.00511093 secondes
Temps pour une étape : 0.0050938 secondes
Temps pour une étape : 0.00521527 secondes
Temps pour une étape : 0.00517477 secondes
Temps pour une étape : 0.00512093 secondes
Temps pour une étape : 0.00511336 secondes
Temps pour une étape : 0.00589427 secondes
Temps pour une étape : 0.00532628 secondes
Temps pour une étape : 0.00530902 secondes
Temps pour une étape : 0.00522639 secondes
Temps pour une étape : 0.00536573 secondes
Temps pour une étape : 0.00537623 secondes
Temps pour une étape : 0.00574536 secondes
Temps pour une étape : 0.00509313 secondes
Temps pour une étape : 0.00558878 secondes
Temps pour une étape : 0.00505855 secondes
Temps pour une étape : 0.00513393 secondes
Temps pour une étape : 0.00562162 secondes
Temps pour une étape : 0.00554468 secondes
Temps pour une étape : 0.00535965 secondes
Temps pour une étape : 0.00559046 secondes
Temps pour une étape : 0.00505744 secondes
Temps pour une étape : 0.00529075 secondes
Temps pour une étape : 0.00524656 secondes
Temps pour une étape : 0.00527679 secondes
Temps pour une étape : 0.00509991 secondes
Temps pour une étape : 0.00545453 secondes
Temps pour une étape : 0.00520202 secondes
Temps pour une étape : 0.00542722 secondes
Temps pour une étape : 0.00541864 secondes
Temps pour une étape : 0.00529722 secondes
Temps pour une étape : 0.0053738 secondes
Temps pour une étape : 0.00569043 secondes
Temps pour une étape : 0.00539323 secondes
Temps pour une étape : 0.00507979 secondes
Temps pour une étape : 0.0058463 secondes
Temps pour une étape : 0.00572198 secondes
Temps pour une étape : 0.00528052 secondes
Temps pour une étape : 0.0054174 secondes
Temps pour une étape : 0.00590164 secondes
Temps pour une étape : 0.0058323 secondes
Temps pour une étape : 0.00590077 secondes
Temps pour une étape : 0.00556644 secondes
Temps pour une étape : 0.00542851 secondes
Temps pour une étape : 0.00520901 secondes
Temps pour une étape : 0.00540357 secondes
Temps pour une étape : 0.00500621 secondes
Temps pour une étape : 0.0055138 secondes
Temps pour une étape : 0.00576341 secondes
Temps pour une étape : 0.00507231 secondes
Temps pour une étape : 0.00517152 secondes
Temps pour une étape : 0.00580419 secondes
Temps pour une étape : 0.00552283 secondes
Temps pour une étape : 0.00569268 secondes
Temps pour une étape : 0.00511446 secondes
Temps pour une étape : 0.00541537 secondes
Temps pour une étape : 0.00578066 secondes
Temps pour une étape : 0.00569483 secondes
Temps pour une étape : 0.00552044 secondes
Temps pour une étape : 0.00541974 secondes
Temps pour une étape : 0.00542704 secondes
Temps pour une étape : 0.00607951 secondes
Temps pour une étape : 0.00578719 secondes
Temps pour une étape : 0.00544713 secondes
Temps pour une étape : 0.00544896 secondes
Temps pour une étape : 0.00562989 secondes
Temps pour une étape : 0.00555888 secondes
Temps pour une étape : 0.00516727 secondes
Temps pour une étape : 0.00527689 secondes
Temps pour une étape : 0.00597467 secondes
Temps pour une étape : 0.00572702 secondes
Temps pour une étape : 0.00528272 secondes
Temps pour une étape : 0.00529568 secondes
Temps pour une étape : 0.00557297 secondes
Temps pour une étape : 0.00562686 secondes
Temps pour une étape : 0.00541443 secondes
Temps pour une étape : 0.00541918 secondes
Temps pour une étape : 0.00513264 secondes
Temps pour une étape : 0.00524171 secondes
Temps pour une étape : 0.00535192 secondes
Temps pour une étape : 0.00506648 secondes
Temps pour une étape : 0.00542621 secondes
Temps pour une étape : 0.00506362 secondes
Temps pour une étape : 0.00483668 secondes
Temps pour une étape : 0.00546343 secondes
Temps pour une étape : 0.00560289 secondes
Temps pour une étape : 0.00528784 secondes
Temps pour une étape : 0.00552398 secondes
Temps pour une étape : 0.00551595 secondes
Temps pour une étape : 0.00513434 secondes
Temps pour une étape : 0.00524985 secondes
Temps pour une étape : 0.00489846 secondes
Temps pour une étape : 0.0046763 secondes
Temps pour une étape : 0.00548293 secondes
Temps pour une étape : 0.00518125 secondes
Temps pour une étape : 0.00558063 secondes
Temps pour une étape : 0.00445743 secondes
Temps pour une étape : 0.00578649 secondes
Temps pour une étape : 0.00528714 secondes
Temps pour une étape : 0.00526283 secondes
Temps pour une étape : 0.00489886 secondes
Temps pour une étape : 0.00532217 secondes
Temps pour une étape : 0.0047586 secondes
Temps pour une étape : 0.00463296 secondes
Temps pour une étape : 0.00517377 secondes
Temps pour une étape : 0.0052835 secondes
Temps pour une étape : 0.0054696 secondes
Temps pour une étape : 0.00500035 secondes
Temps pour une étape : 0.00453022 secondes
Temps pour une étape : 0.00460273 secondes
Temps pour une étape : 0.00451115 secondes
Temps pour une étape : 0.00468396 secondes
Temps pour une étape : 0.004706 secondes
Temps pour une étape : 0.00549966 secondes
Temps pour une étape : 0.00454913 secondes
Temps pour une étape : 0.0048775 secondes
Temps pour une étape : 0.00461721 secondes
Temps pour une étape : 0.00410257 secondes
Temps pour une étape : 0.00492632 secondes
Temps pour une étape : 0.00483964 secondes
Temps pour une étape : 0.00451025 secondes
Temps pour une étape : 0.00452474 secondes
Temps pour une étape : 0.0044355 secondes
Temps pour une étape : 0.00440344 secondes
Temps pour une étape : 0.00452247 secondes
Temps pour une étape : 0.00483926 secondes
Temps pour une étape : 0.00495902 secondes
Temps pour une étape : 0.00505823 secondes
Temps pour une étape : 0.00471001 secondes
Temps pour une étape : 0.00449315 secondes
Temps pour une étape : 0.00423822 secondes
Temps pour une étape : 0.00404947 secondes
Temps pour une étape : 0.00373958 secondes
Temps pour une étape : 0.00415358 secondes
Temps pour une étape : 0.00406165 secondes
Temps pour une étape : 0.00362167 secondes
Temps pour une étape : 0.00480617 secondes
Temps pour une étape : 0.00365657 secondes
Temps pour une étape : 0.0034484 secondes
Temps pour une étape : 0.00395299 secondes
Temps pour une étape : 0.00455579 secondes
Temps pour une étape : 0.00386805 secondes
Temps pour une étape : 0.00388216 secondes
Temps pour une étape : 0.00338411 secondes
Temps pour une étape : 0.00357687 secondes
Temps pour une étape : 0.0036531 secondes
Temps pour une étape : 0.00311863 secondes
Temps pour une étape : 0.00292547 secondes
Temps pour une étape : 0.00286765 secondes
Temps pour une étape : 0.0029228 secondes
Temps pour une étape : 0.00296498 secondes
Temps pour une étape : 0.00285225 secondes
Temps pour une étape : 0.00275965 secondes
Temps pour une étape : 0.00287471 secondes
Temps pour une étape : 0.00296063 secondes
Temps pour une étape : 0.00294033 secondes
Temps pour une étape : 0.00264812 secondes
Temps pour une étape : 0.00284187 secondes
Temps pour une étape : 0.00259448 secondes
Temps pour une étape : 0.00245529 secondes
Temps pour une étape : 0.00253389 secondes
Temps pour une étape : 0.00251971 secondes
Temps pour une étape : 0.00250094 secondes
Temps pour une étape : 0.00225903 secondes
Temps pour une étape : 0.0023121 secondes
Temps pour une étape : 0.00252967 secondes
Temps pour une étape : 0.00254256 secondes
Temps pour une étape : 0.0023806 secondes
Temps pour une étape : 0.00212571 secondes
Temps pour une étape : 0.00228467 secondes
Temps pour une étape : 0.00224796 secondes
Temps pour une étape : 0.0019038 secondes
Temps pour une étape : 0.00186767 secondes
Temps pour une étape : 0.00199662 secondes
Temps pour une étape : 0.00206843 secondes
Temps pour une étape : 0.00178137 secondes
Temps pour une étape : 0.00168921 secondes
Temps pour une étape : 0.00171569 secondes
Temps pour une étape : 0.00156599 secondes
Temps pour une étape : 0.00205135 secondes
Temps pour une étape : 0.0016241 secondes
Temps pour une étape : 0.00151916 secondes
Temps pour une étape : 0.00137516 secondes
Temps pour une étape : 0.00141903 secondes
Temps pour une étape : 0.00136126 secondes
Temps pour une étape : 0.00127812 secondes
Temps pour une étape : 0.001398 secondes
Temps pour une étape : 0.0014252 secondes
Temps pour une étape : 0.00126842 secondes
Temps pour une étape : 0.00129474 secondes
Temps pour une étape : 0.00157247 secondes
Temps pour une étape : 0.00100131 secondes
Temps pour une étape : 0.000983619 secondes
Temps pour une étape : 0.000917862 secondes
Temps pour une étape : 0.000911488 secondes
Temps pour une étape : 0.000969015 secondes
Temps pour une étape : 0.000925512 secondes
Temps pour une étape : 0.000776551 secondes
Temps pour une étape : 0.0011048 secondes
Temps pour une étape : 0.00080734 secondes
Temps pour une étape : 0.0010808 secondes
Temps pour une étape : 0.000687456 secondes
Temps pour une étape : 0.00101395 secondes
Temps pour une étape : 0.000575485 secondes
Temps pour une étape : 0.000616274 secondes
Temps pour une étape : 0.00129092 secondes
Temps pour une étape : 0.000504115 secondes
Temps pour une étape : 0.000503126 secondes
Temps pour une étape : 0.000431103 secondes
Temps pour une étape : 0.000420471 secondes
Temps pour une étape : 0.000424949 secondes
Temps pour une étape : 0.000379494 secondes
Temps pour une étape : 0.000386142 secondes
Temps pour une étape : 0.000320693 secondes
Temps pour une étape : 0.000323279 secondes
Temps pour une étape : 0.000346532 secondes
Temps pour une étape : 0.000359152 secondes
Temps pour une étape : 0.000303609 secondes
Temps pour une étape : 0.000290652 secondes
Temps pour une étape : 0.000613329 secondes
Temps pour une étape : 0.000264862 secondes
Temps pour une étape : 0.000254135 secondes
Temps pour une étape : 0.000280419 secondes
Temps pour une étape : 0.000238898 secondes
Temps pour une étape : 0.000251545 secondes
Temps pour une étape : 0.000518677 secondes
Temps pour une étape : 0.000237746 secondes
Temps pour une étape : 0.000224285 secondes
Temps pour une étape : 0.000519477 secondes
Temps pour une étape : 0.000202441 secondes
Temps pour une étape : 0.000170755 secondes
Temps pour une étape : 0.000559213 secondes
Temps pour une étape : 0.000677109 secondes
Temps pour une étape : 0.000173394 secondes
Temps pour une étape : 0.000174098 secondes
Temps pour une étape : 0.000160298 secondes
Temps pour une étape : 0.000515376 secondes
Temps pour une étape : 0.000191035 secondes
Temps pour une étape : 0.000170561 secondes
Temps pour une étape : 0.000154375 secondes
Temps pour une étape : 0.000149455 secondes
Temps pour une étape : 0.000154764 secondes
Temps pour une étape : 0.000527739 secondes
Temps pour une étape : 0.000139509 secondes
Temps pour une étape : 0.000143669 secondes
Temps pour une étape : 0.000167129 secondes
Temps pour une étape : 0.000135287 secondes
Temps pour une étape : 0.000126814 secondes
Temps pour une étape : 0.000487008 secondes
Temps pour une étape : 0.000166507 secondes
Temps pour une étape : 0.000133342 secondes
Temps pour une étape : 0.000475352 secondes
Temps pour une étape : 0.000138589 secondes
Temps pour une étape : 0.000152041 secondes
Temps pour une étape : 0.0001747 secondes
Temps pour une étape : 0.000150071 secondes
Temps pour une étape : 0.000138064 secondes
Temps pour une étape : 0.000144839 secondes
Temps pour une étape : 0.000148862 secondes
Temps pour une étape : 0.000148422 secondes
Temps pour une étape : 0.00015061 secondes
Temps pour une étape : 0.00013453 secondes
Temps pour une étape : 0.000635793 secondes
Temps pour une étape : 0.000139113 secondes
Temps pour une étape : 0.000134304 secondes
Temps pour une étape : 0.000508655 secondes
Temps pour une étape : 0.00014074 secondes
Temps pour une étape : 0.000155772 secondes
Temps pour une étape : 0.000156928 secondes
Temps pour une étape : 0.000133915 secondes
Temps pour une étape : 0.000156753 secondes
Temps pour une étape : 0.000144778 secondes
Temps pour une étape : 0.000142636 secondes
Temps pour une étape : 0.000151063 secondes
Temps pour une étape : 0.000128585 secondes
Temps pour une étape : 0.000467124 secondes
Temps pour une étape : 0.000131983 secondes
Temps pour une étape : 0.000158878 secondes
Temps pour une étape : 0.000140971 secondes
Temps pour une étape : 0.000151225 secondes
Temps pour une étape : 0.000142102 secondes
Temps pour une étape : 0.000128994 secondes
Temps pour une étape : 0.000141094 secondes
Temps pour une étape : 0.000197489 secondes
Temps pour une étape : 0.000139002 secondes
Temps pour une étape : 0.00014373 secondes
Temps pour une étape : 0.000152139 secondes
Temps pour une étape : 0.000174043 secondes
Temps pour une étape : 0.000156847 secondes
Temps pour une étape : 0.000159096 secondes
Temps pour une étape : 0.0001612 secondes
Temps pour une étape : 0.000218313 secondes
Temps pour une étape : 0.000173518 secondes
Temps pour une étape : 0.000159588 secondes
Temps pour une étape : 0.000144536 secondes
Temps pour une étape : 0.000131218 secondes
Temps pour une étape : 0.000154719 secondes
Temps pour une étape : 0.000155732 secondes
Temps pour une étape : 0.000163943 secondes
Temps pour une étape : 0.000142964 secondes
Temps pour une étape : 0.00015582 secondes
Temps pour une étape : 0.000137398 secondes
Temps pour une étape : 0.000141789 secondes
Temps pour une étape : 0.000147655 secondes
Temps pour une étape : 0.000145608 secondes
Temps pour une étape : 0.000176656 secondes
Temps pour une étape : 0.000152023 secondes
Temps pour une étape : 0.000145955 secondes
Temps pour une étape : 0.000142296 secondes
Temps pour une étape : 0.000157049 secondes
Temps pour une étape : 0.000129617 secondes
Temps pour une étape : 0.000124276 secondes
Temps pour une étape : 0.000133506 secondes
Temps pour une étape : 0.000129055 secondes
Temps pour une étape : 0.000154997 secondes
Temps pour une étape : 0.000142465 secondes
Temps pour une étape : 0.000176873 secondes
Temps pour une étape : 0.000166286 secondes
Temps pour une étape : 0.000171482 secondes
Temps pour une étape : 0.000137746 secondes
Temps pour une étape : 0.000145955 secondes
Temps pour une étape : 0.000136983 secondes
Temps pour une étape : 0.000191288 secondes
Temps pour une étape : 0.000145071 secondes
Temps pour une étape : 0.000151277 secondes
Temps pour une étape : 0.000171627 secondes
Temps pour une étape : 0.000160254 secondes
Temps pour une étape : 0.000144342 secondes
Temps pour une étape : 0.000140259 secondes
Temps pour une étape : 0.000146893 secondes
Temps pour une étape : 0.000164958 secondes
Temps pour une étape : 0.000152963 secondes
Temps pour une étape : 0.000150758 secondes
Temps pour une étape : 0.00013351 secondes
Temps pour une étape : 0.000137154 secondes
Temps pour une étape : 0.000140365 secondes
Temps pour une étape : 0.000199325 secondes
Temps pour une étape : 0.000141557 secondes
Temps pour une étape : 0.000136741 secondes
Temps pour une étape : 0.000194919 secondes
Temps pour une étape : 0.000160048 secondes
Temps pour une étape : 0.000185135 secondes
Temps pour une étape : 0.00014515 secondes
Temps pour une étape : 0.000162152 secondes
Temps pour une étape : 0.000138362 secondes
Temps pour une étape : 0.000150862 secondes
Temps pour une étape : 0.000133086 secondes
Temps pour une étape : 0.000149731 secondes
Temps pour une étape : 0.000159481 secondes
Temps pour une étape : 0.000164695 secondes
Temps pour une étape : 0.000139825 secondes
Temps pour une étape : 0.000133217 secondes
Temps pour une étape : 0.00013837 secondes
Temps pour une étape : 0.000142826 secondes
Temps pour une étape : 0.000137856 secondes
Temps pour une étape : 0.000141933 secondes
Temps pour une étape : 0.000144097 secondes
Temps pour une étape : 0.000148513 secondes
Temps pour une étape : 0.000163496 secondes
Temps pour une étape : 0.00013406 secondes
Temps pour une étape : 0.00014905 secondes
Temps pour une étape : 0.000134389 secondes
Temps pour une étape : 0.000127299 secondes
Temps pour une étape : 0.00013345 secondes
Temps pour une étape : 0.00018111 secondes
Temps pour une étape : 0.000126129 secondes
Temps pour une étape : 0.000141586 secondes
Temps pour une étape : 0.000158388 secondes
Temps pour une étape : 0.000133147 secondes
Temps pour une étape : 0.000126731 secondes
Temps pour une étape : 0.000118489 secondes
Temps pour une étape : 0.000130107 secondes
Temps pour une étape : 0.000125045 secondes
Temps pour une étape : 0.000129635 secondes
Temps pour une étape : 0.000130239 secondes
Temps pour une étape : 0.000134018 secondes
Temps pour une étape : 0.00012632 secondes
Temps pour une étape : 0.000141587 secondes
Temps pour une étape : 0.000148934 secondes
Temps pour une étape : 0.000131034 secondes
Temps pour une étape : 0.000144338 secondes
Temps pour une étape : 0.000141628 secondes
Temps pour une étape : 0.000145175 secondes
Temps pour une étape : 0.000129216 secondes
Temps pour une étape : 0.000138013 secondes
Temps pour une étape : 0.00013839 secondes
Temps pour une étape : 0.000181607 secondes
Temps pour une étape : 0.000143039 secondes
Temps pour une étape : 0.000163209 secondes
Temps pour une étape : 0.000136869 secondes
Temps pour une étape : 0.000149856 secondes
Temps pour une étape : 0.000187637 secondes
Temps pour une étape : 0.000122584 secondes
Temps pour une étape : 0.000178888 secondes
Temps pour une étape : 0.000133271 secondes
Temps pour une étape : 0.00013771 secondes
Temps pour une étape : 0.00013195 secondes
Temps pour une étape : 0.00013368 secondes
Temps pour une étape : 0.000158674 secondes
Temps pour une étape : 0.000145574 secondes
Temps pour une étape : 0.000139673 secondes
Temps pour une étape : 0.000141216 secondes
Temps pour une étape : 0.000124374 secondes
Temps pour une étape : 0.000145244 secondes
Temps pour une étape : 0.000231146 secondes
Temps pour une étape : 0.00015383 secondes
Temps pour une étape : 0.000136911 secondes
Temps pour une étape : 0.000139002 secondes
Temps pour une étape : 0.000154531 secondes
Temps pour une étape : 0.000136675 secondes
Temps pour une étape : 0.000131017 secondes
Temps pour une étape : 0.000135065 secondes
Temps pour une étape : 0.000152531 secondes
Temps pour une étape : 0.000135242 secondes
Temps pour une étape : 0.000138544 secondes
Temps pour une étape : 0.000127741 secondes
Temps pour une étape : 0.000137078 secondes
Temps pour une étape : 0.000160933 secondes
Temps pour une étape : 0.00013156 secondes
Temps pour une étape : 0.000131301 secondes
Temps pour une étape : 0.000158178 secondes
Temps pour une étape : 0.000128363 secondes
Temps pour une étape : 0.000169267 secondes
Temps pour une étape : 0.000120488 secondes
Temps pour une étape : 0.00013055 secondes
Temps pour une étape : 0.000144734 secondes
Temps pour une étape : 0.000133669 secondes
Temps pour une étape : 0.000130732 secondes
Temps pour une étape : 0.000188009 secondes
Temps pour une étape : 0.000127573 secondes
Temps pour une étape : 0.000138097 secondes
Temps pour une étape : 0.000134724 secondes
Temps pour une étape : 0.00013254 secondes
Temps pour une étape : 0.000143221 secondes
Temps pour une étape : 0.000135715 secondes
Temps pour une étape : 0.000124585 secondes
Temps pour une étape : 0.00012524 secondes
Temps pour une étape : 0.000137993 secondes
Temps pour une étape : 0.000126873 secondes
Temps pour une étape : 0.000115707 secondes
Temps pour une étape : 0.000123037 secondes
Temps pour une étape : 0.000127081 secondes
Temps pour une étape : 0.000128108 secondes
Temps pour une étape : 0.00014401 secondes
Temps pour une étape : 0.000179708 secondes
Temps pour une étape : 0.000139624 secondes
Temps pour une étape : 0.000154752 secondes
Temps pour une étape : 0.000133716 secondes
Temps pour une étape : 0.000127984 secondes
Temps pour une étape : 0.00012917 secondes
Temps pour une étape : 0.000128475 secondes
Temps pour une étape : 0.000128721 secondes
Temps pour une étape : 0.00011394 secondes
Temps pour une étape : 0.000125604 secondes
Temps pour une étape : 0.000145583 secondes
Temps pour une étape : 0.000117026 secondes
Temps pour une étape : 0.000127309 secondes
Temps pour une étape : 0.00012981 secondes
Temps pour une étape : 0.000142228 secondes
Temps pour une étape : 0.000155094 secondes
Temps pour une étape : 0.000134983 secondes
Temps pour une étape : 0.000130767 secondes
Temps pour une étape : 0.000133582 secondes
Temps pour une étape : 0.00013278 secondes
Temps pour une étape : 0.000132233 secondes
Temps pour une étape : 0.000123056 secondes
Temps pour une étape : 0.000138476 secondes
Temps pour une étape : 0.000123677 secondes
Temps pour une étape : 0.000127532 secondes
Temps pour une étape : 0.000127218 secondes
Temps pour une étape : 0.000133869 secondes
Temps pour une étape : 0.000152048 secondes
Temps pour une étape : 0.000144477 secondes
Temps pour une étape : 0.000144606 secondes
Temps pour une étape : 0.000138754 secondes
Temps pour une étape : 0.000164635 secondes
Temps pour une étape : 0.000146836 secondes
Temps pour une étape : 0.000155322 secondes
Temps pour une étape : 0.000142261 secondes
Temps pour une étape : 0.000152288 secondes
Temps pour une étape : 0.000121545 secondes
Temps pour une étape : 0.000132756 secondes
Temps pour une étape : 0.000129805 secondes
Temps pour une étape : 0.00012779 secondes
Temps pour une étape : 0.000286743 secondes
Temps pour une étape : 0.000139715 secondes
Temps pour une étape : 0.00013183 secondes
Temps pour une étape : 0.000138125 secondes
Temps pour une étape : 0.000123721 secondes
Temps pour une étape : 0.000122624 secondes
Temps pour une étape : 0.000118185 secondes
Temps pour une étape : 0.000116576 secondes
Temps pour une étape : 0.000143291 secondes
Temps pour une étape : 0.000124969 secondes
Temps pour une étape : 0.00012887 secondes
Temps pour une étape : 0.000133578 secondes
Temps pour une étape : 0.000136025 secondes
Temps pour une étape : 0.000134853 secondes
Temps pour une étape : 0.000145137 secondes
Temps pour une étape : 0.000134032 secondes
