Log initialized at: 2025-03-09 09:25:08
Test for MPI with 2 threads
Temps pour une étape : 0.000132214 secondes
Temps pour une étape : 0.000125314 secondes
Temps pour une étape : 0.000138849 secondes
Temps pour une étape : 0.000165719 secondes
Temps pour une étape : 0.000173209 secondes
Temps pour une étape : 0.000174775 secondes
Temps pour une étape : 0.000164581 secondes
Temps pour une étape : 0.000132427 secondes
Temps pour une étape : 0.00017307 secondes
Temps pour une étape : 0.000131369 secondes
Temps pour une étape : 0.000130299 secondes
Temps pour une étape : 0.000131605 secondes
Temps pour une étape : 0.000167527 secondes
Temps pour une étape : 0.000175412 secondes
Temps pour une étape : 0.000123588 secondes
Temps pour une étape : 0.000159255 secondes
Temps pour une étape : 0.000119526 secondes
Temps pour une étape : 0.00018425 secondes
Temps pour une étape : 0.000141628 secondes
Temps pour une étape : 0.000134299 secondes
Temps pour une étape : 0.000162666 secondes
Temps pour une étape : 0.00021093 secondes
Temps pour une étape : 0.000157106 secondes
Temps pour une étape : 0.000139768 secondes
Temps pour une étape : 0.00013138 secondes
Temps pour une étape : 0.000155343 secondes
Temps pour une étape : 0.000119157 secondes
Temps pour une étape : 0.000163857 secondes
Temps pour une étape : 0.000150558 secondes
Temps pour une étape : 0.000172678 secondes
Temps pour une étape : 0.000165721 secondes
Temps pour une étape : 0.000137086 secondes
Temps pour une étape : 0.000140832 secondes
